7.153285720914062949e+03,2.111323176238116568e-03
7.334392070789540412e+03,2.065806023653713429e-03
6.446038562605174775e+03,2.290972075627371179e-03
7.160091299216935113e+03,2.119466185510252097e-03
7.475715614166091655e+03,2.044284172173864086e-03
6.524193548355222447e+03,2.280034738233341005e-03
7.645752878213179429e+03,1.995409539805044485e-03
7.400399596951044259e+03,2.055562969960858088e-03
7.745495002185476551e+03,1.968937432163102210e-03
7.408974146981531703e+03,2.057463784861449964e-03
6.975500657866144138e+03,2.138623029358928569e-03
6.879142875013339108e+03,2.199286490032315890e-03
6.838355024274675088e+03,2.175251442907038309e-03
6.876074081271435716e+03,2.164271214837829548e-03
7.596814414044414661e+03,1.991541000640624157e-03
7.662134203495569636e+03,2.002229161905774279e-03
7.317296365885626983e+03,2.081585251717729072e-03
7.021421613935259302e+03,2.134433131155476053e-03
7.629440098846180263e+03,2.006954935777377491e-03
7.372366023365000729e+03,2.068834981399599472e-03
7.392613649981944945e+03,2.053672661814726595e-03
7.056572576963827487e+03,2.121670953061737148e-03
6.503439058291423862e+03,2.280885255467698502e-03
7.689641894736156246e+03,1.980334933687078434e-03
7.521073168905819330e+03,2.027064834802911556e-03
7.083920714131940258e+03,2.143296466003870738e-03
6.252045275658721039e+03,2.361719023225676995e-03
6.364138806159050546e+03,2.311864944352285019e-03
6.916499705730147980e+03,2.158352993587323628e-03
7.282340582547723898e+03,2.085930912952295088e-03
6.741368252713055881e+03,2.250177850738859040e-03
7.492513569121320870e+03,2.034960796747062577e-03
7.611607544187272651e+03,2.019764811152055962e-03
7.693760364887733886e+03,1.980450441711408688e-03
7.344275649366930338e+03,2.078958811886523830e-03
7.559114933439373999e+03,2.022481388777190581e-03
7.053101835998257229e+03,2.133107979298935752e-03
7.328892325518258076e+03,2.065985171898260166e-03
7.398938599905070987e+03,2.053495224570426290e-03
7.266980783538389005e+03,2.073334186287559625e-03
7.456821835352881862e+03,2.045088011405370165e-03
7.239831487267470038e+03,2.092519496411308477e-03
7.124108342156672734e+03,2.127379465438588267e-03
7.253810277913738901e+03,2.087055846907908373e-03
7.118510736166523202e+03,2.099535749243684919e-03
7.590113925422995635e+03,2.004748667609884249e-03
7.124573195424932237e+03,2.131418623019736003e-03
6.550362918770447322e+03,2.280673376389589623e-03
7.389342675030243299e+03,2.063784577937786534e-03
6.600439376172258562e+03,2.263006290406967269e-03
6.731501618469032110e+03,2.203742887511634784e-03
7.654941461448844166e+03,1.989868758659677286e-03
7.089904281992375218e+03,2.136606414873461635e-03
